"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006163","purine nucleotide metabolic process","121/3131","440/18986",0.275,1.66756627275631,6.29592156216867,2.82624701592059e-09,1.47836531063326e-06,1.24483869714995e-06,"TP53I3/NADK2/LDHB/LIPA/RAN/PDE4D/SLC4A7/NDUFV2/DMAC2L/ATP5MC1/MTHFD1/PNP/LDHA/HIF1A/RBKS/HPRT1/ATP1B1/ATP5MC2/HAAO/ADK/PPAT/GART/GAPDH/DERA/EIF6/MDH1/LACC1/PAICS/KYNU/ALDOA/PKM/NME2/PAPSS1/FLCN/DNM1L/DGUOK/NUDT4/PDE4B/ATIC/GPD2/ATP5F1A/INSR/PRPS1/PDE10A/PAPSS2/PRPSAP2/QPRT/APRT/GUCY2D/OLA1/ADA/AK3/SRC/ATP6V1A/CLPX/SLC25A13/AK5/STAT3/PC/ADPGK/ACACB/GIT1/OGT/FOXK1/TALDO1/SPHK2/ADCY8/SLC25A25/ZBTB20/FOXK2/PRKAG2/LRRK2/HDAC4/IDO2/ABHD14B/ARL2/NAMPT/TKT/ME2/ADCY7/MDH2/PDE8A/PFKFB3/IGF1/NDUFAB1/NT5C2/RORA/PSEN1/NOCT/PGM1/SARM1/CD38/NME6/GMPS/AMPD2/GDA/PFAS/NME1/ENO4/UCHL1/NDUFA11/APP/ATP5MJ/RPTOR/ITPA/HK2/SULT2B1/RPEL1/PFKP/KCNAB2/NCOR1/SLC2A6/ADSL/ADCY3/XDH/AFMID/PINK1/ADCY9/PARP16/ATP6V1B1/NT5C",121
"GO:0071826","protein-RNA complex organization","75/3131","234/18986",0.320512820512821,1.94355043444791,6.45376224162198,2.86458642460829e-09,1.47836531063326e-06,1.24483869714995e-06,"TAF12-DT/PTGES3/NOL3/RPS27L/LUC7L2/SRSF10/U2AF2/DDX42/NOP2/BRIX1/SNRPE/XRCC5/RPS14/RPS5/HSP90AA1/EIF6/SRSF1/NAF1/SNRPF/LUC7L3/EIF5/DDX1/HSP90AB1/USP39/HTATSF1/EIF3E/RPL38/SART3/GEMIN8/EIF3M/SF3B1/EIF3F/SNU13/SNRPB2/SFSWAP/NUFIP1/SNRPD1/DHX9/EIF2S3/RPL5/SCAF11/EIF3K/COIL/DENR/BOP1/EIF3A/RPL13A/SF3B3/PRPF6/ATR/EIF3D/DICER1/PRPF3/AGO2/RPS19/CLP1/ADAR/RUVBL1/CELF1/GEMIN5/DDX23/MDN1/GEMIN4/YJU2/TARBP2/SETX/KLC1/SNRPB/NOPCHAP1/RRP7A/TXNL4A/LUC7L/NOP53/RNU6-1/CELF6",75
"GO:0006413","translational initiation","48/3131","127/18986",0.377952755905512,2.29185915797574,6.49114648401945,6.04521304130275e-09,2.87984648959907e-06,2.42493808960436e-06,"NPM1/DDX3X/ATF4/PAIP2/PAIP1/IMPACT/MTIF2/EIF4G3/RBM4/RPS5/COPS5/EIF6/RPS3A/EIF4B/EIF4A1/METTL3/EIF5/DDX1/EIF3E/NCBP2/EIF3M/EIF1AX/RPS17/EIF3F/BANK1/EIF2S1/EIF2B1/EIF2S3/EIF2AK2/EIF3K/DENR/EIF2B4/EIF3A/RPL13A/EIF4G1/YTHDF1/RPS3/BZW2/GIGYF2/AKT2/EIF3D/LARP1/AGO2/CTIF/EIF4EBP1/STK35/LTO1/EIF4H",48
"GO:0072524","pyridine-containing compound metabolic process","60/3131","178/18986",0.337078651685393,2.04400360296994,6.21876866993674,1.35022650551341e-08,5.97282339188894e-06,5.02933993106271e-06,"TP53I3/NADK2/LDHB/LIPA/PNP/LDHA/HIF1A/RBKS/HAAO/GAPDH/DERA/EIF6/MDH1/KYNU/ALDOA/PKM/FLCN/GPD2/INSR/QPRT/SRC/STAT3/PC/ADPGK/ACACB/GIT1/PSAT1/OGT/FOXK1/TALDO1/ZBTB20/FOXK2/PRKAG2/HDAC4/IDO2/ARL2/NAMPT/TKT/ME2/MDH2/PFKFB3/IGF1/PSEN1/NOCT/PGM1/SARM1/CD38/ENO4/UCHL1/APP/PDXK/RPTOR/HK2/RPEL1/PFKP/KCNAB2/NCOR1/SLC2A6/AFMID/PARP16",60
"GO:0000723","telomere maintenance","56/3131","162/18986",0.345679012345679,2.09615513522678,6.22640382617552,1.48642670714656e-08,6.1369603982391e-06,5.16754940856425e-06,"KLF4/PTGES3/APEX1/CCT4/SMC5/ERCC1/HNRNPU/PNKP/HNRNPD/NBN/PCNA/XRCC5/HSP90AA1/NHP2/RAD50/GNL3/NAF1/WRAP53/STN1/HSP90AB1/LMNA/MRE11/NSMCE2/ATRX/SHLD1/EID3/DNA2/DHX36/NSMCE4A/TENT4B/PIF1/CCT2/RIF1/XRN1/SRC/AURKB/SLF2/SMC6/SPDYA/DKC1/ATR/NAT10/RUVBL1/RAD51D/XRCC3/MAP2K7/MCRS1/GNL3L/CCT7/CCNE1/TNKS1BP1/INO80E/LTO1/ZNF827/ACTR5/INO80",56
"GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","28/3131","58/18986",0.482758620689655,2.92738906816154,6.53273040451905,1.85515380157671e-08,7.18060468322786e-06,6.04633679803357e-06,"ZFP36L1/ZFP36L2/PABPC1/TOB1/PAIP1/CNOT8/HNRNPU/HNRNPD/ZFP36/CAPRIN1/SYNCRIP/CNOT4/PDE12/TNRC6C/DHX36/TENT4B/DCPS/DHX9/DCP1B/PAN3/AGO2/YBX1/NOCT/TNRC6A/TNKS1BP1/SAMD4A/TENT4A/DCP1A",28
"GO:1901292","nucleoside phosphate catabolic process","61/3131","184/18986",0.331521739130435,2.01030716676156,6.11961404117493,2.07451298989275e-08,7.55732879200342e-06,6.36355253989392e-06,"LIPA/PDE4D/NTHL1/PNP/LDHA/HIF1A/HPRT1/GAPDH/DERA/EIF6/ALDOA/PKM/FLCN/NUDT4/PDE4B/INSR/PDE10A/ADA/SRC/STAT3/ADPGK/GIT1/TYMP/UNG/OGT/FOXK1/ZBTB20/NEIL2/FOXK2/PRKAG2/HDAC4/TDG/ARL2/PDE8A/PFKFB3/IGF1/NT5C2/PSEN1/FITM2/PGM1/SARM1/CNP/UPP1/NT5M/GDA/ENO4/UCHL1/APP/RPTOR/ITPA/HK2/MGAT1/ENTPD6/SUCLG2/PFKP/NUDT19/NCOR1/SLC2A6/GSK3A/XDH/NT5C",61
"GO:1900151","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","16/3131","23/18986",0.695652173913043,4.21834946467999,6.86289425232704,2.19859011242893e-08,7.56437142570688e-06,6.36948269998417e-06,"ZFP36L1/ZFP36L2/PABPC1/TOB1/PAIP1/HNRNPU/HNRNPD/ZFP36/SYNCRIP/TNRC6C/DHX36/TENT4B/DHX9/AGO2/YBX1/TENT4A",16
"GO:0009166","nucleotide catabolic process","55/3131","161/18986",0.341614906832298,2.07151089783392,6.06744361839979,3.1758004081914e-08,1.00840362476221e-05,8.49113439974167e-06,"LIPA/PDE4D/NTHL1/PNP/LDHA/HIF1A/HPRT1/GAPDH/DERA/EIF6/ALDOA/PKM/FLCN/NUDT4/PDE4B/INSR/PDE10A/ADA/SRC/STAT3/ADPGK/GIT1/TYMP/UNG/OGT/FOXK1/ZBTB20/NEIL2/FOXK2/PRKAG2/HDAC4/TDG/ARL2/PDE8A/PFKFB3/IGF1/NT5C2/PSEN1/PGM1/SARM1/CNP/UPP1/NT5M/GDA/ENO4/UCHL1/APP/RPTOR/ITPA/HK2/PFKP/NCOR1/SLC2A6/XDH/NT5C",55
"GO:0044772","mitotic cell cycle phase transition","123/3131","467/18986",0.26338329764454,1.59712401439771,5.8060119218091,3.25659171568614e-08,1.00840362476221e-05,8.49113439974167e-06,"ZFP36L1/KLF4/CALM2/UBE2E2/ZFP36L2/ACTB/PCID2/DDX3X/CDK4/NABP1/DUSP1/PLK2/ARPP19/RPS27L/EPS8/SMC5/CDC73/UBE2A/CCNO/RRM2/WEE1/CALM1/RPS6/NBN/ITGB1/GSPT1/PTEN/NFIB/CHMP2A/JADE1/RAB11A/UBE2C/RAD50/CDKN3/HECW2/CTDSP1/CCDC57/TPRA1/TMOD3/CUL4B/MRE11/RBM38/NSMCE2/CACUL1/ENSA/BUB3/ANAPC1/KLF11/DLGAP5/SMARCA4/PLK1/SPAST/RGCC/CDK6/CDC25B/CRLF3/RAD51B/ZWILCH/AURKB/PIDD1/MAP3K20/TRIP13/MBTPS2/CCNJ/EIF4G1/BCAT1/TCF3/AVEN/SPDYA/UBE2S/KCNH5/GIGYF2/MTA3/CCNY/CDK5RAP3/MELK/SMARCA2/ATR/KNTC1/EGFR/UIMC1/BRSK2/SMARCD2/NEK6/TAOK2/ANAPC5/RNASEH2B/ANAPC7/FBXO31/PSME3/USP22/DGKZ/PTPN6/CUL4A/ADAM17/XRCC3/SMARCC1/ARID2/PRMT2/DDB1/EIF4EBP1/ARID1B/PLK3/CCNE1/PPP1R9B/MAD1L1/APP/RPTOR/SIN3A/TFDP1/FOXN3/ZNF324/INO80/DPF1/SIRT2/TFAP4/TACC3/BCL7C/MRNIP/CCNJL/NOP53/CKS2/MIR193A",123
"GO:0019693","ribose phosphate metabolic process","103/3131","376/18986",0.273936170212766,1.66111533939942,5.75389167154608,5.21345280132657e-08,1.49655173535843e-05,1.26015234466174e-05,"LIPA/RAN/PDE4D/NDUFV2/DMAC2L/ATP5MC1/MTHFD1/PNP/LDHA/HIF1A/HPRT1/ATP1B1/ATP5MC2/RFK/ADK/PPAT/GART/GAPDH/EIF6/PAICS/ALDOA/UCKL1/PKM/NME2/PAPSS1/FLCN/DNM1L/NUDT4/PDE4B/ATIC/ATP5F1A/INSR/PRPS1/PDE10A/PAPSS2/PRPSAP2/APRT/GUCY2D/OLA1/ADA/AK3/SRC/ATP6V1A/CTPS1/CLPX/SLC25A13/AK5/STAT3/ADPGK/GIT1/OGT/FOXK1/SPHK2/ADCY8/SLC25A25/ZBTB20/FOXK2/PRKAG2/PYGL/LRRK2/HDAC4/UCK2/ABHD14B/ARL2/ADCY7/PDE8A/PFKFB3/IGF1/NDUFAB1/NT5C2/CAD/RORA/RNASEH2B/PSEN1/PGM1/NME6/UPP1/GMPS/AMPD2/GDA/DHODH/PFAS/NME1/ENO4/UCHL1/UMPS/NDUFA11/APP/ATP5MJ/RPTOR/ITPA/HK2/SULT2B1/PFKP/NCOR1/SLC2A6/ADSL/ADCY3/XDH/PINK1/ADCY9/ATP6V1B1/NT5C",103
"GO:0009156","ribonucleoside monophosphate biosynthetic process","20/3131","35/18986",0.571428571428571,3.46507277455856,6.48651479344431,5.38722297758686e-08,1.49655173535843e-05,1.26015234466174e-05,"HPRT1/RFK/ADK/PPAT/GART/PAICS/UCKL1/ATIC/PRPS1/APRT/ADA/UCK2/CAD/UPP1/GMPS/AMPD2/DHODH/PFAS/UMPS/ADSL",20
"GO:0033044","regulation of chromosome organization","77/3131","258/18986",0.298449612403101,1.80976184640219,5.8194933230063,5.69054443771439e-08,1.49655173535843e-05,1.26015234466174e-05,"KLF4/PTGES3/H3-3A/ACTB/PCID2/DUSP1/KAT5/CCT4/SMC5/ERCC1/HNRNPU/PNKP/HNRNPD/NBN/XRCC5/TRIM28/HSP90AA1/UBE2C/RAD50/GNL3/HECW2/NAF1/WRAP53/STN1/LMNA/MRE11/NSMCE2/ATRX/EID3/DHX36/NSMCE4A/TENT4B/PIF1/BUB3/ANAPC1/CCT2/ATF7IP/DLGAP5/SMARCA4/PLK1/XRN1/SRC/ZWILCH/AURKB/SLF2/SMC6/MAP3K20/TRIP13/NCAPG2/DKC1/SMARCA2/ATR/KNTC1/SMARCD2/NAT10/NEK6/RUVBL1/ANAPC5/ANAPC7/DDX11/MCPH1/XRCC3/SMARCC1/ARID2/MAP2K7/ARID1B/MCRS1/GNL3L/CCT7/MAD1L1/INO80E/CENPV/ACTR5/INO80/DPF1/TACC3/BCL7C",77
"GO:0019362","pyridine nucleotide metabolic process","57/3131","172/18986",0.331395348837209,2.00954075152451,5.91032305071102,6.0413036305443e-08,1.49655173535843e-05,1.26015234466174e-05,"TP53I3/NADK2/LDHB/LIPA/LDHA/HIF1A/RBKS/HAAO/GAPDH/DERA/EIF6/MDH1/KYNU/ALDOA/PKM/FLCN/GPD2/INSR/QPRT/SRC/STAT3/PC/ADPGK/ACACB/GIT1/OGT/FOXK1/TALDO1/ZBTB20/FOXK2/PRKAG2/HDAC4/IDO2/ARL2/NAMPT/TKT/ME2/MDH2/PFKFB3/IGF1/PSEN1/NOCT/PGM1/SARM1/CD38/ENO4/UCHL1/APP/RPTOR/HK2/RPEL1/PFKP/KCNAB2/NCOR1/SLC2A6/AFMID/PARP16",57
"GO:0046496","nicotinamide nucleotide metabolic process","57/3131","172/18986",0.331395348837209,2.00954075152451,5.91032305071102,6.0413036305443e-08,1.49655173535843e-05,1.26015234466174e-05,"TP53I3/NADK2/LDHB/LIPA/LDHA/HIF1A/RBKS/HAAO/GAPDH/DERA/EIF6/MDH1/KYNU/ALDOA/PKM/FLCN/GPD2/INSR/QPRT/SRC/STAT3/PC/ADPGK/ACACB/GIT1/OGT/FOXK1/TALDO1/ZBTB20/FOXK2/PRKAG2/HDAC4/IDO2/ARL2/NAMPT/TKT/ME2/MDH2/PFKFB3/IGF1/PSEN1/NOCT/PGM1/SARM1/CD38/ENO4/UCHL1/APP/RPTOR/HK2/RPEL1/PFKP/KCNAB2/NCOR1/SLC2A6/AFMID/PARP16",57
"GO:0032204","regulation of telomere maintenance","42/3131","112/18986",0.375,2.27395400830406,6.0088933639168,6.83429820834972e-08,1.62787726170422e-05,1.37073333296213e-05,"KLF4/PTGES3/CCT4/SMC5/ERCC1/HNRNPU/PNKP/HNRNPD/NBN/XRCC5/HSP90AA1/RAD50/GNL3/NAF1/WRAP53/STN1/LMNA/MRE11/NSMCE2/ATRX/EID3/DHX36/NSMCE4A/TENT4B/PIF1/CCT2/XRN1/SRC/AURKB/SLF2/SMC6/DKC1/ATR/NAT10/RUVBL1/MAP2K7/MCRS1/GNL3L/CCT7/INO80E/ACTR5/INO80",42
